物件名,URL,イメージ画像,賃料,管理費,間取り,専有面積,向き,物件種別,築年数,住所,最寄り駅と距離,敷金,礼金,保証金,敷引・償却,取り扱い店舗,取り扱い店舗の電話番号
ダイアパレス白子 6階,https://suumo.jp/chintai/bc_100357589635/,https://img01.suumo.com/front/gazo/fr/bukken/635/100357589635/100357589635_gw.jpg,29000,5000円,1K,17.34m2,-,マンション,築45年,千葉県長生郡白子町剃金,ＪＲ外房線/八積駅 バス37分 (バス停)剃金東 歩4分,-,-,-,-,(株)B.D.M,03-6825-0585
ビレッジハウス美野里2号棟 1階,https://suumo.jp/chintai/bc_100363264343/,https://img01.suumo.com/front/gazo/fr/bukken/343/100363264343/100363264343_rw.jpg,29500,-,2K,28.98m2,南,マンション,築58年,茨城県小美玉市羽鳥,ＪＲ常磐線/羽鳥駅 歩14分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス関城2号棟 4階,https://suumo.jp/chintai/bc_100376301722/,https://img01.suumo.com/front/gazo/fr/bukken/722/100376301722/100376301722_rw.jpg,30000,-,2DK,39.83m2,南東,マンション,築45年,茨城県筑西市藤ケ谷,関東鉄道常総線/黒子駅 歩30分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
インペリアル麻布 5階,https://suumo.jp/chintai/bc_100381799537/,https://img01.suumo.com/front/gazo/fr/bukken/537/100381799537/100381799537_gw.jpg,30000,-,1LDK,32.92m2,南東,マンション,築42年,東京都港区東麻布１,東京メトロ南北線/麻布十番駅 歩7分,-,-,-,-,GL(株),03-3461-0123
ビレッジハウス氏家1号棟 4階,https://suumo.jp/chintai/bc_100377209246/,https://img01.suumo.com/front/gazo/fr/bukken/246/100377209246/100377209246_rw.jpg,30000,-,2K,28.98m2,南,マンション,築56年,栃木県さくら市草川,ＪＲ宇都宮線/氏家駅 歩10分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス高林1号棟 4階,https://suumo.jp/chintai/bc_100379676126/,https://img01.suumo.com/front/gazo/fr/bukken/126/100379676126/100379676126_rw.jpg,30000,-,2K,28.98m2,南,マンション,築56年,群馬県太田市高林北町,東武伊勢崎線/太田駅 バス6分 (バス停)朝日バス　矢崎化工前 歩11分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス壬生2号棟 2階,https://suumo.jp/chintai/bc_100379676131/,https://img01.suumo.com/front/gazo/fr/bukken/131/100379676131/100379676131_rw.jpg,30000,-,2K,28.98m2,南,マンション,築58年,栃木県下都賀郡壬生町幸町１,東武宇都宮線/おもちゃのまち駅 歩5分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス氏家1号棟 3階,https://suumo.jp/chintai/bc_100377209221/,https://img01.suumo.com/front/gazo/fr/bukken/221/100377209221/100377209221_rw.jpg,30000,-,2K,28.98m2,南,マンション,築56年,栃木県さくら市草川,ＪＲ宇都宮線/氏家駅 歩10分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
STハイム 1階,https://suumo.jp/chintai/bc_100373990904/,https://img01.suumo.com/front/gazo/fr/bukken/904/100373990904/100373990904_gw.jpg,30000,-,1K,16.4m2,南,アパート,築31年,千葉県船橋市三山９,京成本線/実籾駅 歩17分,3万円,3万円,-,-,家LISS (株)スリーアローズ,03-6453-6656
京急川崎 ワンルーム 3階,https://suumo.jp/chintai/bc_100367370841/,https://img01.suumo.com/front/gazo/fr/bukken/841/100367370841/100367370841_gw.jpg,30000,-,ワンルーム,9.6m2,-,マンション,築39年,神奈川県川崎市川崎区南町,京急本線/京急川崎駅 歩7分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
京急川崎 ワンルーム 2階,https://suumo.jp/chintai/bc_100367370602/,https://img01.suumo.com/front/gazo/fr/bukken/602/100367370602/100367370602_gw.jpg,30000,-,ワンルーム,9.6m2,-,マンション,築39年,神奈川県川崎市川崎区南町,京急本線/京急川崎駅 歩7分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
京急川崎 ワンルーム 2階,https://suumo.jp/chintai/bc_100367370262/,https://img01.suumo.com/front/gazo/fr/bukken/262/100367370262/100367370262_gw.jpg,30000,-,ワンルーム,9.6m2,-,マンション,築39年,神奈川県川崎市川崎区南町,京急本線/京急川崎駅 歩7分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
東門前 ワンルーム 2階,https://suumo.jp/chintai/bc_100371325814/,https://img01.suumo.com/front/gazo/fr/bukken/814/100371325814/100371325814_gw.jpg,30000,-,ワンルーム,9.4m2,-,アパート,築50年,神奈川県川崎市川崎区東門前２,京急大師線/東門前駅 歩6分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
東門前 ワンルーム 2階,https://suumo.jp/chintai/bc_100367370849/,https://img01.suumo.com/front/gazo/fr/bukken/849/100367370849/100367370849_gw.jpg,30000,-,ワンルーム,9.4m2,-,アパート,築50年,神奈川県川崎市川崎区東門前２,京急大師線/東門前駅 歩6分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
東門前 ワンルーム 1階,https://suumo.jp/chintai/bc_100367370553/,https://img01.suumo.com/front/gazo/fr/bukken/553/100367370553/100367370553_gw.jpg,30000,-,ワンルーム,9.4m2,-,アパート,築50年,神奈川県川崎市川崎区東門前２,京急大師線/東門前駅 歩6分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 3階,https://suumo.jp/chintai/bc_100367370161/,https://img01.suumo.com/front/gazo/fr/bukken/161/100367370161/100367370161_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 2階,https://suumo.jp/chintai/bc_100367370771/,https://img01.suumo.com/front/gazo/fr/bukken/771/100367370771/100367370771_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 3階,https://suumo.jp/chintai/bc_100367370078/,https://img01.suumo.com/front/gazo/fr/bukken/078/100367370078/100367370078_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 3階,https://suumo.jp/chintai/bc_100367370166/,https://img01.suumo.com/front/gazo/fr/bukken/166/100367370166/100367370166_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 1階,https://suumo.jp/chintai/bc_100367370141/,https://img01.suumo.com/front/gazo/fr/bukken/141/100367370141/100367370141_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 2階,https://suumo.jp/chintai/bc_100367370058/,https://img01.suumo.com/front/gazo/fr/bukken/058/100367370058/100367370058_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
小島新田 ワンルーム 1階,https://suumo.jp/chintai/bc_100367369985/,https://img01.suumo.com/front/gazo/fr/bukken/985/100367369985/100367369985_gw.jpg,30000,-,ワンルーム,9m2,-,マンション,築29年,神奈川県川崎市川崎区日ノ出２,京急大師線/小島新田駅 歩9分,-,-,-,-,アパマンショップ品川駅前店(株)アップル東京,03-5715-5353
カミタマンション二番館 2階,https://suumo.jp/chintai/bc_100374234696/,https://img01.suumo.com/front/gazo/fr/bukken/696/100374234696/100374234696_gw.jpg,30000,2000円,1K,21.74m2,北,マンション,築38年,埼玉県所沢市大字下安松,ＪＲ武蔵野線/東所沢駅 歩15分,-,-,-,-,アパマンショップ麻布店(株)ロイヤルコミュニティ,03-5575-3441
エステートピアまちだ 1階,https://suumo.jp/chintai/bc_100366056348/,https://img01.suumo.com/front/gazo/fr/bukken/348/100366056348/100366056348_gw.jpg,30000,2000円,ワンルーム,18.64m2,南東,アパート,築32年,東京都町田市金森１,小田急線/町田駅 歩15分,-,-,-,-,アパマンショップ麻布店(株)ロイヤルコミュニティ,03-5575-3441
エクスクルーシブ東村山 3階,https://suumo.jp/chintai/bc_100284161834/,https://img01.suumo.com/front/gazo/fr/bukken/834/100284161834/100284161834_gw.jpg,30000,2000円,ワンルーム,18.55m2,西,マンション,築36年,東京都東村山市美住町１,西武多摩湖線/八坂駅 歩13分,-,-,-,-,(株)ジョイント・プロパティ,03-5418-8204
クラレンス西浦和 2階,https://suumo.jp/chintai/bc_100290630785/,https://img01.suumo.com/front/gazo/fr/bukken/785/100290630785/100290630785_gw.jpg,30000,3000円,1K,15.34m2,東,アパート,築38年,埼玉県さいたま市桜区大字田島,ＪＲ武蔵野線/西浦和駅 歩6分,-,-,-,-,(株)葵商事,03-6907-1175
D-R HOMES KOREMASA 1階,https://suumo.jp/chintai/bc_100366325474/,https://img01.suumo.com/front/gazo/fr/bukken/474/100366325474/100366325474_gw.jpg,30000,3000円,ワンルーム,14.87m2,西,アパート,築34年,東京都府中市是政６,西武多摩川線/是政駅 歩10分,3万円,-,-,-,(株)DRマネージメント,03-3437-7333
ジェラルド（０２１３１２） 1階,https://suumo.jp/chintai/bc_100360969474/,https://img01.suumo.com/front/gazo/fr/bukken/474/100360969474/100360969474_gw.jpg,30000,3500円,ワンルーム,13.79m2,北西,アパート,築14年,神奈川県横浜市金沢区長浜２,京急本線/能見台駅 歩11分,-,-,-,-,住まいの情報館 グローバル本店(株)D2,050-3091-7771
アーバンヒルズ鶴間 1階,https://suumo.jp/chintai/bc_100340168600/,https://img01.suumo.com/front/gazo/fr/bukken/600/100340168600/100340168600_gw.jpg,30000,4000円,1K,16.47m2,南西,マンション,築33年,神奈川県大和市鶴間２,小田急江ノ島線/鶴間駅 歩2分,3万円,3万円,-,-,(株)ステータス,03-5797-8610
パレス根岸 1階,https://suumo.jp/chintai/bc_100178468625/,https://img01.suumo.com/front/gazo/fr/bukken/625/100178468625/100178468625_gw.jpg,30000,4000円,ワンルーム,14.75m2,南,アパート,築28年,埼玉県さいたま市南区根岸５,ＪＲ埼京線/武蔵浦和駅 歩15分,-,-,-,-,(株)葵商事,03-6907-1175
ビレッジハウス美野里2号棟 2階,https://suumo.jp/chintai/bc_100362256167/,https://img01.suumo.com/front/gazo/fr/bukken/167/100362256167/100362256167_rw.jpg,30500,-,2K,28.98m2,南,マンション,築58年,茨城県小美玉市羽鳥,ＪＲ常磐線/羽鳥駅 歩14分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ジェラルド（０２１３１２） 1階,https://suumo.jp/chintai/bc_100360969485/,https://img01.suumo.com/front/gazo/fr/bukken/485/100360969485/100360969485_gw.jpg,30500,3500円,ワンルーム,13.79m2,北西,アパート,築14年,神奈川県横浜市金沢区長浜２,京急本線/能見台駅 歩11分,-,-,-,-,住まいの情報館 グローバル本店(株)D2,050-3091-7771
ビレッジハウス大田原1号棟 4階,https://suumo.jp/chintai/bc_100377209238/,https://img01.suumo.com/front/gazo/fr/bukken/238/100377209238/100377209238_rw.jpg,31000,-,3DK,53.08m2,南西,マンション,築41年,栃木県大田原市浅香３,ＪＲ東北本線/西那須野駅 バス15分 (バス停)関東自動車バス　大田原中学校 歩13分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス見川4号棟 4階,https://suumo.jp/chintai/bc_100360338052/,https://img01.suumo.com/front/gazo/fr/bukken/052/100360338052/100360338052_rw.jpg,31000,-,2K,33.54m2,南,マンション,築53年,茨城県水戸市見川町,ＪＲ常磐線/水戸駅 バス20分 (バス停)関東鉄道バス　大山台住宅 歩4分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス五所宮2号棟 5階,https://suumo.jp/chintai/bc_100381481900/,https://img01.suumo.com/front/gazo/fr/bukken/900/100381481900/100381481900_rw.jpg,31000,-,2K,33.54m2,南,マンション,築51年,茨城県筑西市五所宮,真岡鉄道/折本駅 歩45分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス見川1号棟 5階,https://suumo.jp/chintai/bc_100379816660/,https://img01.suumo.com/front/gazo/fr/bukken/660/100379816660/100379816660_rw.jpg,31000,-,2K,33.54m2,南,マンション,築53年,茨城県水戸市見川町,ＪＲ常磐線/水戸駅 バス20分 (バス停)関東鉄道バス　大山台住宅 歩3分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス総和2号棟 5階,https://suumo.jp/chintai/bc_100371451130/,https://img01.suumo.com/front/gazo/fr/bukken/130/100371451130/100371451130_gw.jpg,31000,-,2K,33.51m2,南,マンション,築53年,茨城県古河市磯部,ＪＲ宇都宮線/古河駅 バス10分 (バス停)朝日自動車　磯部 歩9分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス北茨城1号棟 1階,https://suumo.jp/chintai/bc_100347993077/,https://img01.suumo.com/front/gazo/fr/bukken/077/100347993077/100347993077_rw.jpg,31000,-,2K,33.09m2,南,マンション,築54年,茨城県北茨城市大津町,ＪＲ常磐線/大津港駅 歩22分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス平出1号棟 4階,https://suumo.jp/chintai/bc_100376301759/,https://img01.suumo.com/front/gazo/fr/bukken/759/100376301759/100376301759_rw.jpg,31000,-,2K,33.09m2,南,マンション,築54年,栃木県宇都宮市平出町,ＪＲ宇都宮線/宇都宮駅 バス14分 (バス停)関東自動車バス　クボタ前 歩13分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス沼和田1号棟 3階,https://suumo.jp/chintai/bc_100373774969/,https://img01.suumo.com/front/gazo/fr/bukken/969/100373774969/100373774969_gw.jpg,31000,-,2K,28.98m2,南,マンション,築55年,栃木県栃木市沼和田町,ＪＲ両毛線/栃木駅 歩7分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス東金井2号棟 3階,https://suumo.jp/chintai/bc_100379676127/,https://img01.suumo.com/front/gazo/fr/bukken/127/100379676127/100379676127_rw.jpg,31000,-,2K,28.98m2,南,マンション,築60年,群馬県太田市東金井町,東武伊勢崎線/韮川駅 バス1分 (バス停)太田市バス　安良岡町ゴールドタウン 歩15分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
ビレッジハウス早野4号棟 1階,https://suumo.jp/chintai/bc_100316117661/,https://img01.suumo.com/front/gazo/fr/bukken/661/100316117661/100316117661_rw.jpg,31000,-,2K,28.98m2,南,マンション,築56年,千葉県茂原市緑町,ＪＲ外房線/茂原駅 バス7分 (バス停)早野 歩6分,-,-,-,-,ビレッジハウス 住まい相談センター(関東北信越エリア)ビレッジハウス・マネジメント(株),0120-266191
